149,0	4,5109	0,4678	-0,735
150,0	3,4145	0,4678	-1,453
151,0	4,0419	1,0769	-1,215
152,0	4,5377	1,5032	-0,776
153,0	3,4412	1,5032	-1,494
154,0	4,0151	1,0659	-1,174
155,0	4,5109	1,4923	-0,735
156,0	3,4145	1,4923	-1,453
157,0	4,0419	2,1014	-1,215
158,0	4,5377	2,5277	-0,776
159,0	3,4412	2,5277	-1,494
160,0	4,0151	2,0905	-1,174
161,0	4,5109	2,5168	-0,735
162,0	3,4145	2,5168	-1,453
163,0	4,0419	3,1259	-1,215
164,0	4,5377	3,5522	-0,776
165,0	3,4412	3,5522	-1,494
166,0	4,0151	3,115	-1,174
167,0	4,5109	3,5413	-0,735
168,0	3,4145	3,5413	-1,453
169,0	0,0086	0,0784	-0,039
170,0	0,3368	0,4787	-0,568
171,0	0,091	0,4787	-0,004
172,0	0,0533	0,0675	-0,020
173,0	0,3816	0,4678	-0,548
174,0	0,1357	0,4678	0,0155
175,0	0,0086	1,1029	-0,039
176,0	0,3368	1,5032	-0,568
177,0	0,091	1,5032	-0,004
178,0	0,0533	1,092	-0,020
179,0	0,3816	1,4923	-0,548
180,0	0,1357	1,4923	0,0155
181,0	0,0086	2,1274	-0,039
182,0	0,3368	2,5277	-0,568
183,0	0,091	2,5277	-0,004
184,0	0,0533	2,1165	-0,020
185,0	0,3816	2,5168	-0,548
186,0	0,1357	2,5168	0,0155
187,0	0,0086	3,1519	-0,039
188,0	0,3368	3,5522	-0,568
189,0	0,091	3,5522	-0,004
190,0	0,0533	3,141	-0,020
191,0	0,3816	3,5413	-0,548
192,0	0,1357	3,5413	0,0155
193,0	4,9967	0,0674	-0,020
194,0	4,6685	0,4678	-0,548
195,0	4,9143	0,4677	0,0155
196,0	5,0414	0,0784	-0,039
197,0	4,7132	0,4787	-0,568
198,0	4,959	0,4787	-0,004
199,0	4,9967	1,092	-0,020
200,0	4,6685	1,4923	-0,548
201,0	4,9143	1,4923	0,0155
202,0	5,0414	1,1029	-0,039
203,0	4,7132	1,5032	-0,568
204,0	4,959	1,5032	-0,004
205,0	4,9967	2,1165	-0,020
206,0	4,6685	2,5168	-0,548
207,0	4,9143	2,5168	0,0155
208,0	5,0414	2,1274	-0,039
209,0	4,7132	2,5277	-0,568
210,0	4,959	2,5277	-0,004
211,0	4,9967	3,141	-0,020
212,0	4,6685	3,5413	-0,548
213,0	4,9143	3,5413	0,0155
214,0	5,0414	3,1519	-0,039
215,0	4,7132	3,5522	-0,568
216,0	4,959	3,5522	-0,004
217,0	0,0971	0,98	-0,090
218,0	0,9425	0,98	-1,092
219,0	0,4467	0,5537	-0,653
220,0	0,0599	0,991	-0,122
221,0	0,9052	0,991	-1,124
222,0	0,4094	0,5646	-0,684
223,0	0,0971	2,0045	-0,090
224,0	0,9425	2,0045	-1,092
225,0	0,4467	1,5782	-0,653
226,0	0,0599	2,0155	-0,122
227,0	0,9052	2,0155	-1,124
228,0	0,4094	1,5891	-0,684
229,0	0,0971	3,029	-0,090
230,0	0,9425	3,029	-1,092
231,0	0,4467	2,6027	-0,653
232,0	0,0599	3,04	-0,122
233,0	0,9052	3,04	-1,124
234,0	0,4094	2,6137	-0,684
235,0	0,0971	4,0535	-0,090
236,0	0,9425	4,0535	-1,092
237,0	0,4467	3,6272	-0,653
238,0	0,0599	4,0645	-0,122
239,0	0,9052	4,0645	-1,124
240,0	0,4094	3,6382	-0,684
241,0	1,1468	0,98	-1,226
242,0	2,4029	0,98	-1,601
243,0	1,7475	0,5537	-1,505
244,0	1,1329	0,991	-1,273
245,0	2,3889	0,991	-1,648
246,0	1,7336	0,5646	-1,552
247,0	1,1468	2,0045	-1,226
248,0	2,4029	2,0045	-1,601
249,0	1,7475	1,5782	-1,505
250,0	1,1329	2,0155	-1,273
251,0	2,3889	2,0155	-1,648
252,0	1,7336	1,5891	-1,552
253,0	1,1468	3,029	-1,226
254,0	2,4029	3,029	-1,601
255,0	1,7475	2,6027	-1,505
256,0	1,1329	3,04	-1,273
257,0	2,3889	3,04	-1,648
258,0	1,7336	2,6137	-1,552
259,0	1,1468	4,0535	-1,226
260,0	2,4029	4,0535	-1,601
261,0	1,7475	3,6272	-1,505
262,0	1,1329	4,0645	-1,273
263,0	2,3889	4,0645	-1,648
264,0	1,7336	3,6382	-1,552
265,0	2,6471	0,98	-1,601
266,0	3,9032	0,98	-1,226
267,0	3,3025	0,5537	-1,505
268,0	2,6611	0,991	-1,648
269,0	3,9172	0,991	-1,273
270,0	3,3165	0,5646	-1,552
271,0	2,6471	2,0045	-1,601
272,0	3,9032	2,0045	-1,226
273,0	3,3025	1,5782	-1,505
274,0	2,6611	2,0155	-1,648
275,0	3,9172	2,0155	-1,273
276,0	3,3165	1,5891	-1,552
277,0	2,6471	3,029	-1,601
278,0	3,9032	3,029	-1,226
279,0	3,3025	2,6027	-1,505
280,0	2,6611	3,04	-1,648
281,0	3,9172	3,04	-1,273
282,0	3,3165	2,6137	-1,552
283,0	2,6471	4,0535	-1,601
284,0	3,9032	4,0535	-1,226
285,0	3,3025	3,6272	-1,505
286,0	2,6611	4,0645	-1,648
287,0	3,9172	4,0645	-1,273
288,0	3,3165	3,6382	-1,552
289,0	4,1075	0,98	-1,092
290,0	4,9529	0,98	-0,090
291,0	4,6033	0,5537	-0,653
292,0	4,1448	0,991	-1,124
293,0	4,9901	0,991	-0,122
294,0	4,6406	0,5646	-0,684
295,0	4,1075	2,0045	-1,092
296,0	4,9529	2,0045	-0,090
297,0	4,6033	1,5782	-0,653
298,0	4,1448	2,0155	-1,124
299,0	4,9902	2,0155	-0,122
300,0	4,6406	1,5891	-0,684
301,0	4,1075	3,029	-1,092
302,0	4,9529	3,029	-0,090
303,0	4,6033	2,6027	-0,653
304,0	4,1448	3,04	-1,124
305,0	4,9901	3,04	-0,122
306,0	4,6406	2,6137	-0,684
307,0	4,1075	4,0535	-1,092
308,0	4,9529	4,0535	-0,090
309,0	4,6033	3,6272	-0,653
310,0	4,1448	4,0645	-1,124
311,0	4,9902	4,0645	-0,122
312,0	4,6406	3,6382	-0,684
313,0	1,0349	0,9831	-1,174
314,0	1,6356	0,5568	-1,453
315,0	0,5391	0,5568	-0,735
316,0	1,0082	0,9721	-1,215
317,0	1,6088	0,5458	-1,494
318,0	0,5124	0,5458	-0,776
319,0	1,0349	2,0076	-1,174
320,0	1,6356	1,5813	-1,453
321,0	0,5391	1,5813	-0,735
322,0	1,0082	1,9966	-1,215
323,0	1,6088	1,5703	-1,494
324,0	0,5124	1,5703	-0,776
325,0	1,0349	3,0321	-1,174
326,0	1,6356	2,6058	-1,453
327,0	0,5391	2,6058	-0,735
328,0	1,0082	3,0211	-1,215
329,0	1,6088	2,5948	-1,494
330,0	0,5124	2,5948	-0,776
331,0	1,0349	4,0566	-1,174
332,0	1,6356	3,6303	-1,453
333,0	0,5391	3,6303	-0,735
334,0	1,0082	4,0457	-1,215
335,0	1,6088	3,6193	-1,494
336,0	0,5124	3,6193	-0,776
337,0	2,525	0,9831	-1,619
338,0	3,1804	0,5568	-1,523
339,0	1,8696	0,5568	-1,523
340,0	2,525	0,9721	-1,667
341,0	3,1804	0,5458	-1,572
342,0	1,8696	0,5458	-1,572
343,0	2,525	2,0076	-1,619
344,0	3,1804	1,5813	-1,523
345,0	1,8696	1,5813	-1,523
346,0	2,525	1,9966	-1,667
347,0	3,1804	1,5703	-1,572
348,0	1,8696	1,5703	-1,572
349,0	2,525	3,0321	-1,619
350,0	3,1804	2,6058	-1,523
351,0	1,8696	2,6058	-1,523
352,0	2,525	3,0211	-1,667
353,0	3,1804	2,5948	-1,572
354,0	1,8696	2,5948	-1,572
355,0	2,525	4,0566	-1,619
356,0	3,1804	3,6303	-1,523
357,0	1,8696	3,6303	-1,523
358,0	2,525	4,0457	-1,667
359,0	3,1804	3,6193	-1,572
360,0	1,8696	3,6193	-1,572
361,0	4,0151	0,9831	-1,174
362,0	4,5109	0,5568	-0,735
363,0	3,4145	0,5568	-1,453
364,0	4,0419	0,9721	-1,215
365,0	4,5377	0,5458	-0,776
366,0	3,4412	0,5458	-1,494
367,0	4,0151	2,0076	-1,174
368,0	4,5109	1,5813	-0,735
369,0	3,4145	1,5813	-1,453
370,0	4,0419	1,9966	-1,215
371,0	4,5377	1,5703	-0,776
372,0	3,4412	1,5703	-1,494
373,0	4,0151	3,0321	-1,174
374,0	4,5109	2,6058	-0,735
375,0	3,4145	2,6058	-1,453
376,0	4,0419	3,0211	-1,215
377,0	4,5377	2,5948	-0,776
378,0	3,4412	2,5948	-1,494
379,0	4,0151	4,0566	-1,174
380,0	4,5109	3,6303	-0,735
381,0	3,4145	3,6303	-1,453
382,0	4,0419	4,0457	-1,215
383,0	4,5377	3,6193	-0,776
384,0	3,4412	3,6193	-1,494
385,0	0,0533	0,9571	-0,020
386,0	0,3816	0,5568	-0,548
387,0	0,1357	0,5568	0,0155
388,0	0,0086	0,9461	-0,039
389,0	0,3368	0,5458	-0,568
390,0	0,091	0,5458	-0,004
391,0	0,0533	1,9816	-0,020
392,0	0,3816	1,5813	-0,548
393,0	0,1357	1,5813	0,0155
394,0	0,0086	1,9706	-0,039
395,0	0,3368	1,5703	-0,568
396,0	0,091	1,5703	-0,004
397,0	0,0533	3,0061	-0,020
398,0	0,3816	2,6058	-0,548
399,0	0,1357	2,6058	0,0155
400,0	0,0086	2,9951	-0,039
401,0	0,3368	2,5948	-0,568
402,0	0,091	2,5948	-0,004
403,0	0,0533	4,0306	-0,020
404,0	0,3816	3,6303	-0,548
405,0	0,1357	3,6303	0,0155
406,0	0,0086	4,0196	-0,039
407,0	0,3368	3,6193	-0,568
408,0	0,091	3,6193	-0,004
409,0	5,0414	0,9461	-0,039
410,0	4,7132	0,5458	-0,568
411,0	4,959	0,5458	-0,004
412,0	4,9967	0,9571	-0,020
413,0	4,6685	0,5568	-0,548
414,0	4,9143	0,5567	0,0155
415,0	5,0414	1,9706	-0,039
416,0	4,7132	1,5703	-0,568
417,0	4,959	1,5703	-0,004
418,0	4,9967	1,9816	-0,020
419,0	4,6685	1,5813	-0,548
420,0	4,9143	1,5813	0,0155
421,0	5,0414	2,9951	-0,039
422,0	4,7132	2,5948	-0,568
423,0	4,959	2,5948	-0,004
424,0	4,9967	3,0061	-0,020
425,0	4,6685	2,6058	-0,548
426,0	4,9143	2,6058	0,0155
427,0	5,0414	4,0196	-0,039
428,0	4,7132	3,6193	-0,568
429,0	4,959	3,6193	-0,004
430,0	4,9967	4,0306	-0,020
431,0	4,6685	3,6303	-0,548
432,0	4,9143	3,6303	0,0155
